entity_id,anatomy,biological_process,cellular_component,disease,drug,effect__phenotype,exposure,gene__protein,molecular_function,pathway
mucinous adenocarcinoma,0,0,0,1,0,0,0,0,0,0
invasive ductal breast carcinoma,0,0,0,1,0,0,0,0,0,0
angiolipoma,0,0,0,1,0,0,0,0,0,0
infiltrating lipoma,0,0,0,1,0,0,0,0,0,0
epidural spinal canal neoplasm,0,0,0,1,0,0,0,0,0,0
central nervous system teratoma,0,0,0,1,0,0,0,0,0,0
extragonadal teratoma,0,0,0,1,0,0,0,0,0,0
central nervous system nongerminomatous germ cell tumor,0,0,0,1,0,0,0,0,0,0
primary germ cell tumor of central nervous system,0,0,0,1,0,0,0,0,0,0
skull base neoplasm,0,0,0,1,0,0,0,0,0,0
pituitary gland disease,0,0,0,1,0,0,0,0,0,0
olfactory nerve disease,0,0,0,1,0,0,0,0,0,0
myeloid neoplasm,0,0,0,1,0,0,0,0,0,0
mast cell neoplasm,0,0,0,1,0,0,0,0,0,0
kidney sarcoma,0,0,0,1,0,0,0,0,0,0
lung neoplasm,0,0,0,1,0,0,0,0,0,0
rectum mucinous adenocarcinoma,0,0,0,1,0,0,0,0,0,0
extrahepatic bile duct mucinous adenocarcinoma,0,0,0,1,0,0,0,0,0,0
uterine ligament adenocarcinoma,0,0,0,1,0,0,0,0,0,0
cervical mucinous adenocarcinoma,0,0,0,1,0,0,0,0,0,0
adenocarcinoma of cervix uteri,0,0,0,1,0,0,0,0,0,0
uterine ligament cancer,0,0,0,1,0,0,0,0,0,0
fallopian tube adenocarcinoma,0,0,0,1,0,0,0,0,0,0
fallopian tube mucinous tumor,0,0,0,1,0,0,0,0,0,0
fallopian tube carcinoma,0,0,0,1,0,0,0,0,0,0
endometrium adenocarcinoma,0,0,0,1,0,0,0,0,0,0
bladder adenocarcinoma,0,0,0,1,0,0,0,0,0,0
ovarian carcinoma,0,0,0,1,0,0,0,0,0,0
plasmacytoma,0,0,0,1,0,0,0,0,0,0
chest wall lymphoma,0,0,0,1,0,0,0,0,0,0
verrucous carcinoma,0,0,0,1,0,0,0,0,0,0
vulvar squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
bladder squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
cervical squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
papillary carcinoma of the cervix uteri,0,0,0,1,0,0,0,0,0,0
urethra squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
carcinoma of urethra,0,0,0,1,0,0,0,0,0,0
laryngeal squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
vaginal discharge,0,0,0,1,0,0,0,0,0,0
interstitial lung disease,0,0,0,1,0,0,0,0,0,0
malignant tumor of meninges,0,0,0,1,0,0,0,0,0,0
brain meningioma,0,0,0,1,0,0,0,0,0,0
soft tissue chondroma,0,0,0,1,0,0,0,0,0,0
central nervous system organ benign neoplasm,0,0,0,1,0,0,0,0,0,0
vascular hemostatic disease,0,0,0,1,0,0,0,0,0,0
pericytic neoplasm,0,0,0,1,0,0,0,0,0,0
neoplasm of testis,0,0,0,1,0,0,0,0,0,0
adult cerebellar neoplasm,0,0,0,1,0,0,0,0,0,0
central nervous system primitive neuroectodermal neoplasm,0,0,0,1,0,0,0,0,0,0
childhood cerebellar neoplasm,0,0,0,1,0,0,0,0,0,0
phlebitis,0,0,0,1,0,0,0,0,0,0
functional colonic disease,0,0,0,1,0,0,0,0,0,0
ileus,0,0,0,1,0,0,0,0,0,0
apocrine sweat gland neoplasm,0,0,0,1,0,0,0,0,0,0
sweat gland adenoma,0,0,0,1,0,0,0,0,0,0
bronchus cancer,0,0,0,1,0,0,0,0,0,0
lung carcinoma,0,0,0,1,0,0,0,0,0,0
respiratory tract neoplasm,0,0,0,1,0,0,0,0,0,0
bronchial disease,0,0,0,1,0,0,0,0,0,0
serous cystadenoma,0,0,0,1,0,0,0,0,0,0
pancreatic cystadenoma,0,0,0,1,0,0,0,0,0,0
cystadenoma,0,0,0,1,0,0,0,0,0,0
tumor of adipose tissue,0,0,0,1,0,0,0,0,0,0
adrenal gland cancer,0,0,0,1,0,0,0,0,0,0
retroperitoneum carcinoma,0,0,0,1,0,0,0,0,0,0
adrenal gland neoplasm,0,0,0,1,0,0,0,0,0,0
transitional cell carcinoma,0,0,0,1,0,0,0,0,0,0
bartholin gland carcinoma,0,0,0,1,0,0,0,0,0,0
integumentary system cancer,0,0,0,1,0,0,0,0,0,0
nasal cavity and paranasal sinus squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
urothelial carcinoma,0,0,0,1,0,0,0,0,0,0
sarcomatoid carcinoma,0,0,0,1,0,0,0,0,0,0
cancer-related condition,0,0,0,1,0,0,0,0,0,0
skeletal muscle neoplasm,0,0,0,1,0,0,0,0,0,0
mediastinum sarcoma,0,0,0,1,0,0,0,0,0,0
mediastinal soft tissue cancer,0,0,0,1,0,0,0,0,0,0
rectum sarcoma,0,0,0,1,0,0,0,0,0,0
gallbladder sarcoma,0,0,0,1,0,0,0,0,0,0
gallbladder cancer,0,0,0,1,0,0,0,0,0,0
ovarian sarcoma,0,0,0,1,0,0,0,0,0,0
breast sarcoma,0,0,0,1,0,0,0,0,0,0
testis sarcoma,0,0,0,1,0,0,0,0,0,0
rectum rhabdomyosarcoma,0,0,0,1,0,0,0,0,0,0
anus sarcoma,0,0,0,1,0,0,0,0,0,0
pancreatic adenocarcinoma,0,0,0,1,0,0,0,0,0,0
bile duct cystadenoma,0,0,0,1,0,0,0,0,0,0
tricuspid valve disease,0,0,0,1,0,0,0,0,0,0
testicular non-seminomatous germ cell tumor,0,0,0,1,0,0,0,0,0,0
trophoblastic neoplasm,0,0,0,1,0,0,0,0,0,0
testicular pure germ cell tumor,0,0,0,1,0,0,0,0,0,0
malignant mixed epithelial and mesenchymal tumor of cervix uteri,0,0,0,1,0,0,0,0,0,0
uterine carcinosarcoma,0,0,0,1,0,0,0,0,0,0
uterine body mixed cancer,0,0,0,1,0,0,0,0,0,0
uterine corpus mixed epithelial and mesenchymal neoplasm,0,0,0,1,0,0,0,0,0,0
intestinal neuroendocrine neoplasm,0,0,0,1,0,0,0,0,0,0
intestinal neoplasm,0,0,0,1,0,0,0,0,0,0
biliary tract disease,0,0,0,1,0,0,0,0,0,0
orbit neoplasm,0,0,0,1,0,0,0,0,0,0
intracranial primitive neuroectodermal tumor,0,0,0,1,0,0,0,0,0,0
brainstem cancer,0,0,0,1,0,0,0,0,0,0
infratentorial cancer,0,0,0,1,0,0,0,0,0,0
childhood infratentorial neoplasm,0,0,0,1,0,0,0,0,0,0
infratentorial neoplasm,0,0,0,1,0,0,0,0,0,0
clear cell meningioma,0,0,0,1,0,0,0,0,0,0
ovarian Brenner tumor,0,0,0,1,0,0,0,0,0,0
uterine corpus sarcoma,0,0,0,1,0,0,0,0,0,0
endometrioid stromal sarcoma,0,0,0,1,0,0,0,0,0,0
smooth muscle tumor,0,0,0,1,0,0,0,0,0,0
malignant spindle cell neoplasm,0,0,0,1,0,0,0,0,0,0
kidney cancer,0,0,0,1,0,0,0,0,0,0
angioleiomyoma,0,0,0,1,0,0,0,0,0,0
vascular neoplasm,0,0,0,1,0,0,0,0,0,0
squamous cell carcinoma of penis,0,0,0,1,0,0,0,0,0,0
scrotum squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
anal margin squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
external ear squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
external ear cancer,0,0,0,1,0,0,0,0,0,0
sarcomatoid squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
polyradiculoneuropathy,0,0,0,1,0,0,0,0,0,0
embryonic cyst of fallopian tube,0,0,0,1,0,0,0,0,0,0
prolymphocytic leukemia,0,0,0,1,0,0,0,0,0,0
scalp disease,0,0,0,1,0,0,0,0,0,0
ciliary body neoplasm,0,0,0,1,0,0,0,0,0,0
iris cancer,0,0,0,1,0,0,0,0,0,0
breast neuroendocrine neoplasm,0,0,0,1,0,0,0,0,0,0
extraskeletal Ewing sarcoma__peripheral primitive neuroectodermal tumor,0,0,0,1,0,0,0,0,0,0
histiocytosis,0,0,0,1,0,0,0,0,0,0
dermatitis,0,0,0,1,0,0,0,0,0,0
mucosal melanoma,0,0,0,1,0,0,0,0,0,0
pancreatic delta cell neuroendocrine tumor,0,0,0,1,0,0,0,0,0,0
pancreatic neuroendocrine tumor,0,0,0,1,0,0,0,0,0,0
"digestive system neuroendocrine tumor, grade 1__2",0,0,0,1,0,0,0,0,0,0
small intestine neuroendocrine neoplasm,0,0,0,1,0,0,0,0,0,0
skull base meningioma,0,0,0,1,0,0,0,0,0,0
extragonadal germinoma,0,0,0,1,0,0,0,0,0,0
extragonadal germ cell tumor,0,0,0,1,0,0,0,0,0,0
sarcoma of cervix uteri,0,0,0,1,0,0,0,0,0,0
retinal edema,0,0,0,1,0,0,0,0,0,0
renal cell adenocarcinoma,0,0,0,1,0,0,0,0,0,0
childhood malignant kidney neoplasm,0,0,0,1,0,0,0,0,0,0
clear cell renal carcinoma,0,0,0,1,0,0,0,0,0,0
nasal cavity disease,0,0,0,1,0,0,0,0,0,0
peritoneal solitary fibrous tumor,0,0,0,1,0,0,0,0,0,0
nutritional disorder,0,0,0,1,0,0,0,0,0,0
aortic malignant tumor,0,0,0,1,0,0,0,0,0,0
genetic vascular tumor,0,0,0,1,0,0,0,0,0,0
thyroid sarcoma,0,0,0,1,0,0,0,0,0,0
thyroid cancer,0,0,0,1,0,0,0,0,0,0
endometrioid stromal and related neoplasms of the cervix,0,0,0,1,0,0,0,0,0,0
great vessel cancer,0,0,0,1,0,0,0,0,0,0
prostate sarcoma,0,0,0,1,0,0,0,0,0,0
"cystic, mucinous, and serous neoplasm",0,0,0,1,0,0,0,0,0,0
aphasia,0,0,0,1,0,0,0,0,0,0
mesenchymal chondrosarcoma,0,0,0,1,0,0,0,0,0,0
rectal neoplasm,0,0,0,1,0,0,0,0,0,0
large cell neuroendocrine carcinoma,0,0,0,1,0,0,0,0,0,0
large cell carcinoma,0,0,0,1,0,0,0,0,0,0
endometritis,0,0,0,1,0,0,0,0,0,0
choroid plexus cancer,0,0,0,1,0,0,0,0,0,0
intraventricular meningioma,0,0,0,1,0,0,0,0,0,0
benign neoplasm of meninges,0,0,0,1,0,0,0,0,0,0
bile duct neoplasm,0,0,0,1,0,0,0,0,0,0
biliary tract cancer,0,0,0,1,0,0,0,0,0,0
myomatous neoplasm,0,0,0,1,0,0,0,0,0,0
transitional cell papilloma,0,0,0,1,0,0,0,0,0,0
inverted papilloma,0,0,0,1,0,0,0,0,0,0
sialadenitis,0,0,0,1,0,0,0,0,0,0
cervical lymphadenitis,0,0,0,1,0,0,0,0,0,0
submandibular gland disease,0,0,0,1,0,0,0,0,0,0
retina neoplasm,0,0,0,1,0,0,0,0,0,0
congenital anomaly of cardiovascular system,0,0,0,1,0,0,0,0,0,0
uremia,0,0,0,1,0,0,0,0,0,0
thymus gland adenocarcinoma,0,0,0,1,0,0,0,0,0,0
lacrimal gland adenocarcinoma,0,0,0,1,0,0,0,0,0,0
neoplasm of mediastinum,0,0,0,1,0,0,0,0,0,0
neoplasm of epicardium,0,0,0,1,0,0,0,0,0,0
pericardium cancer,0,0,0,1,0,0,0,0,0,0
benign neoplasm of subglottis,0,0,0,1,0,0,0,0,0,0
malignant testicular germ cell tumor,0,0,0,1,0,0,0,0,0,0
inherited tremor disorder,0,0,0,1,0,0,0,0,0,0
tumor of testis and paratestis,0,0,0,1,0,0,0,0,0,0
central nervous system Ewing sarcoma__peripheral primitive neuroectodermal tumor,0,0,0,1,0,0,0,0,0,0
adult brainstem glioma,0,0,0,1,0,0,0,0,0,0
adult brain stem neoplasm,0,0,0,1,0,0,0,0,0,0
brain stem glioma,0,0,0,1,0,0,0,0,0,0
hematopoietic and lymphoid system neoplasm,0,0,0,1,0,0,0,0,0,0
astrocytoma (excluding glioblastoma),0,0,0,1,0,0,0,0,0,0
cauda equina neoplasm,0,0,0,1,0,0,0,0,0,0
nerve root neoplasm,0,0,0,1,0,0,0,0,0,0
brain astrocytoma,0,0,0,1,0,0,0,0,0,0
cerebellar neoplasm,0,0,0,1,0,0,0,0,0,0
juvenile pilocytic astrocytoma,0,0,0,1,0,0,0,0,0,0
benign neoplasm of cerebellum,0,0,0,1,0,0,0,0,0,0
cerebellar astrocytoma,0,0,0,1,0,0,0,0,0,0
diencephalic cancer,0,0,0,1,0,0,0,0,0,0
diencephalic astrocytomas,0,0,0,1,0,0,0,0,0,0
salivary gland carcinoma,0,0,0,1,0,0,0,0,0,0
sweat gland carcinoma,0,0,0,1,0,0,0,0,0,0
Bartholin gland adenocarcinoma,0,0,0,1,0,0,0,0,0,0
middle ear carcinoma,0,0,0,1,0,0,0,0,0,0
middle ear cancer,0,0,0,1,0,0,0,0,0,0
rete ovarii neoplasm,0,0,0,1,0,0,0,0,0,0
adenocarcinoma of liver and intrahepatic biliary tract,0,0,0,1,0,0,0,0,0,0
lung benign neoplasm,0,0,0,1,0,0,0,0,0,0
serous adenocarcinoma,0,0,0,1,0,0,0,0,0,0
peritoneal carcinoma,0,0,0,1,0,0,0,0,0,0
cecum carcinoma,0,0,0,1,0,0,0,0,0,0
epithelial tumor of the appendix,0,0,0,1,0,0,0,0,0,0
small intestine carcinoma,0,0,0,1,0,0,0,0,0,0
renal pelvis carcinoma,0,0,0,1,0,0,0,0,0,0
intrahepatic bile duct cancer,0,0,0,1,0,0,0,0,0,0
apocrine sweat gland cancer,0,0,0,1,0,0,0,0,0,0
sweat gland cancer,0,0,0,1,0,0,0,0,0,0
melanocytic neoplasm,0,0,0,1,0,0,0,0,0,0
optic nerve glioma,0,0,0,1,0,0,0,0,0,0
optic nerve neoplasm,0,0,0,1,0,0,0,0,0,0
adenomyoma,0,0,0,1,0,0,0,0,0,0
clear cell adenocarcinoma,0,0,0,1,0,0,0,0,0,0
pineal parenchymal cell neoplasm,0,0,0,1,0,0,0,0,0,0
pineal body neoplasm,0,0,0,1,0,0,0,0,0,0
neoplasm of esophagus,0,0,0,1,0,0,0,0,0,0
benign granular cell tumor,0,0,0,1,0,0,0,0,0,0
benign neoplasm of epicardium,0,0,0,1,0,0,0,0,0,0
posterior pituitary gland neoplasm,0,0,0,1,0,0,0,0,0,0
papillary meningioma,0,0,0,1,0,0,0,0,0,0
sternal neoplasm,0,0,0,1,0,0,0,0,0,0
malignant ear neoplasm,0,0,0,1,0,0,0,0,0,0
neoplasm of middle ear,0,0,0,1,0,0,0,0,0,0
ear neoplasm,0,0,0,1,0,0,0,0,0,0
inner ear neoplasm,0,0,0,1,0,0,0,0,0,0
ovarian germ cell tumor,0,0,0,1,0,0,0,0,0,0
benign neoplasm of mediastinum,0,0,0,1,0,0,0,0,0,0
liver leiomyoma,0,0,0,1,0,0,0,0,0,0
rectum leiomyoma,0,0,0,1,0,0,0,0,0,0
benign neoplasm of anus,0,0,0,1,0,0,0,0,0,0
benign neoplasm of pericardium,0,0,0,1,0,0,0,0,0,0
colon leiomyoma,0,0,0,1,0,0,0,0,0,0
benign neoplasm of appendix,0,0,0,1,0,0,0,0,0,0
leiomyoma cutis,0,0,0,1,0,0,0,0,0,0
neuroma,0,0,0,1,0,0,0,0,0,0
pleural neoplasm,0,0,0,1,0,0,0,0,0,0
endometrium neoplasm,0,0,0,1,0,0,0,0,0,0
endometrioid stromal and related neoplasms,0,0,0,1,0,0,0,0,0,0
endometrioid stromal and related neoplasms of the vagina,0,0,0,1,0,0,0,0,0,0
vagina sarcoma,0,0,0,1,0,0,0,0,0,0
uterus carcinoma in situ,0,0,0,1,0,0,0,0,0,0
ganglioneuroblastoma (disease),0,0,0,1,0,0,0,0,0,0
urinary tract obstruction,0,0,0,1,0,0,0,0,0,0
ovarian teratoma,0,0,0,1,0,0,0,0,0,0
struma ovarii,0,0,0,1,0,0,0,0,0,0
immature ovarian teratoma,0,0,0,1,0,0,0,0,0,0
teratoma with malignant transformation,0,0,0,1,0,0,0,0,0,0
ovarian benign neoplasm,0,0,0,1,0,0,0,0,0,0
demyelinating disease,0,0,0,1,0,0,0,0,0,0
nail tumor,0,0,0,1,0,0,0,0,0,0
hemangioma of retina,0,0,0,1,0,0,0,0,0,0
intrahepatic cholangiocarcinoma,0,0,0,1,0,0,0,0,0,0
"malignant central nervous system mesenchymal, non-meningothelial neoplasm",0,0,0,1,0,0,0,0,0,0
colon sarcoma,0,0,0,1,0,0,0,0,0,0
lung sarcoma,0,0,0,1,0,0,0,0,0,0
rectum leiomyosarcoma,0,0,0,1,0,0,0,0,0,0
small intestinal sarcoma,0,0,0,1,0,0,0,0,0,0
mesenchymal tumor of small intestine,0,0,0,1,0,0,0,0,0,0
esophagus sarcoma,0,0,0,1,0,0,0,0,0,0
retroperitoneal sarcoma,0,0,0,1,0,0,0,0,0,0
vulva sarcoma,0,0,0,1,0,0,0,0,0,0
laryngeal sarcoma,0,0,0,1,0,0,0,0,0,0
liver leiomyosarcoma,0,0,0,1,0,0,0,0,0,0
neuroendocrine disease,0,0,0,1,0,0,0,0,0,0
cervical clear cell adenocarcinoma,0,0,0,1,0,0,0,0,0,0
urethra adenocarcinoma,0,0,0,1,0,0,0,0,0,0
extrahepatic bile duct clear cell adenocarcinoma,0,0,0,1,0,0,0,0,0,0
glycogen-rich carcinoma,0,0,0,1,0,0,0,0,0,0
germ cell tumor,0,0,0,1,0,0,0,0,0,0
granulosa cell tumor,0,0,0,1,0,0,0,0,0,0
gingival overgrowth,0,0,0,1,0,0,0,0,0,0
polyp,0,0,0,1,0,0,0,0,0,0
central nervous system endodermal sinus tumor,0,0,0,1,0,0,0,0,0,0
malignant pineal area germ cell neoplasm,0,0,0,1,0,0,0,0,0,0
malignant childhood germ cell neoplasm,0,0,0,1,0,0,0,0,0,0
childhood central nervous system germ cell tumor,0,0,0,1,0,0,0,0,0,0
childhood endodermal sinus tumor,0,0,0,1,0,0,0,0,0,0
yolk sac tumor of central nervous system,0,0,0,1,0,0,0,0,0,0
testicular non-seminomatous germ cell cancer,0,0,0,1,0,0,0,0,0,0
adult germ cell tumor,0,0,0,1,0,0,0,0,0,0
malignant germ cell tumor of ovary,0,0,0,1,0,0,0,0,0,0
mesonephric neoplasm,0,0,0,1,0,0,0,0,0,0
mesonephric adenocarcinoma,0,0,0,1,0,0,0,0,0,0
skin appendage carcinoma,0,0,0,1,0,0,0,0,0,0
Bartholin gland benign neoplasm,0,0,0,1,0,0,0,0,0,0
bile duct adenoma,0,0,0,1,0,0,0,0,0,0
benign neoplasm of middle ear,0,0,0,1,0,0,0,0,0,0
ocular motility disease,0,0,0,1,0,0,0,0,0,0
papillary adenoma,0,0,0,1,0,0,0,0,0,0
lung adenoma,0,0,0,1,0,0,0,0,0,0
functioning pituitary gland neoplasm,0,0,0,1,0,0,0,0,0,0
pituitary gland adenoma,0,0,0,1,0,0,0,0,0,0
combined lung carcinoma,0,0,0,1,0,0,0,0,0,0
villous adenoma,0,0,0,1,0,0,0,0,0,0
papillary urothelial neoplasm,0,0,0,1,0,0,0,0,0,0
urothelial neoplasm,0,0,0,1,0,0,0,0,0,0
clear cell adenoma,0,0,0,1,0,0,0,0,0,0
conjunctival tumor,0,0,0,1,0,0,0,0,0,0
squamous cell intraepithelial neoplasia,0,0,0,1,0,0,0,0,0,0
intraductal papilloma,0,0,0,1,0,0,0,0,0,0
cervical benign neoplasm,0,0,0,1,0,0,0,0,0,0
serous adenofibroma,0,0,0,1,0,0,0,0,0,0
monophasic synovial sarcoma,0,0,0,1,0,0,0,0,0,0
parasitic ectoparasitic infectious disease,0,0,0,1,0,0,0,0,0,0
malignant ependymoma,0,0,0,1,0,0,0,0,0,0
ependymal tumor of spinal cord,0,0,0,1,0,0,0,0,0,0
dysgerminoma (disease),0,0,0,1,0,0,0,0,0,0
ovarian primitive germ cell tumor,0,0,0,1,0,0,0,0,0,0
basaloid carcinoma,0,0,0,1,0,0,0,0,0,0
squamous cell carcinoma of the small intestine,0,0,0,1,0,0,0,0,0,0
extrahepatic bile duct squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
ovarian squamous cell neoplasm,0,0,0,1,0,0,0,0,0,0
keratinizing squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
squamous cell carcinoma of liver and intrahepatic biliary tract,0,0,0,1,0,0,0,0,0,0
external ear carcinoma,0,0,0,1,0,0,0,0,0,0
neoplasm of femur,0,0,0,1,0,0,0,0,0,0
cancer of long bone of lower limb,0,0,0,1,0,0,0,0,0,0
choriocarcinoma (disease),0,0,0,1,0,0,0,0,0,0
testicular trophoblastic tumor,0,0,0,1,0,0,0,0,0,0
choriocarcinoma of the central nervous system,0,0,0,1,0,0,0,0,0,0
fallopian tube germ cell tumor,0,0,0,1,0,0,0,0,0,0
extragonadal non-dysgerminomatous germ cell tumor,0,0,0,1,0,0,0,0,0,0
mediastinal germ cell tumor,0,0,0,1,0,0,0,0,0,0
orgasm disorder,0,0,0,1,0,0,0,0,0,0
"gastric neuroendocrine tumor, well differentiated, low or intermediate grade",0,0,0,1,0,0,0,0,0,0
gastrin-producing neuroendocrine tumor,0,0,0,1,0,0,0,0,0,0
pyelonephritis,0,0,0,1,0,0,0,0,0,0
digital papillary eccrine carcinoma,0,0,0,1,0,0,0,0,0,0
papillary adenocarcinoma,0,0,0,1,0,0,0,0,0,0
eccrine carcinoma,0,0,0,1,0,0,0,0,0,0
breast ductal adenocarcinoma,0,0,0,1,0,0,0,0,0,0
T-cell and NK-cell neoplasm,0,0,0,1,0,0,0,0,0,0
lymphoid neoplasm,0,0,0,1,0,0,0,0,0,0
T-cell leukemia,0,0,0,1,0,0,0,0,0,0
squamous cell breast carcinoma,0,0,0,1,0,0,0,0,0,0
adenosquamous carcinoma,0,0,0,1,0,0,0,0,0,0
liver adenosquamous carcinoma,0,0,0,1,0,0,0,0,0,0
squamous cell bile duct carcinoma,0,0,0,1,0,0,0,0,0,0
thymus squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
ampulla of vater squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
extrahepatic bile duct adenosquamous carcinoma,0,0,0,1,0,0,0,0,0,0
colorectal adenosquamous carcinoma,0,0,0,1,0,0,0,0,0,0
squamous cell carcinoma of colon,0,0,0,1,0,0,0,0,0,0
bartholin gland squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
endometrial squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
prostate squamous cell carcinoma,0,0,0,1,0,0,0,0,0,0
urethra neoplasm,0,0,0,1,0,0,0,0,0,0
visual pathway disease,0,0,0,1,0,0,0,0,0,0
malignant non-dysgerminomatous germ cell tumor of ovary,0,0,0,1,0,0,0,0,0,0
embryonal carcinoma,0,0,0,1,0,0,0,0,0,0
familial ovarian cancer,0,0,0,1,0,0,0,0,0,0
cerebral cortex disease,0,0,0,1,0,0,0,0,0,0
non-functioning endocrine neoplasm,0,0,0,1,0,0,0,0,0,0
functioning endocrine neoplasm,0,0,0,1,0,0,0,0,0,0
adrenal medulla neoplasm,0,0,0,1,0,0,0,0,0,0
rete ovarii adenoma,0,0,0,1,0,0,0,0,0,0
papillary cystadenoma,0,0,0,1,0,0,0,0,0,0
uterine ligament neoplasm,0,0,0,1,0,0,0,0,0,0
leiomyomatosis,0,0,0,1,0,0,0,0,0,0
pelvic inflammatory disease,0,0,0,1,0,0,0,0,0,0
cervical serous adenocarcinoma,0,0,0,1,0,0,0,0,0,0
autoimmune disease of cardiovascular system,0,0,0,1,0,0,0,0,0,0
pancreatic cystadenocarcinoma,0,0,0,1,0,0,0,0,0,0
pancreatic serous cystic neoplasm,0,0,0,1,0,0,0,0,0,0
sebaceous adenocarcinoma,0,0,0,1,0,0,0,0,0,0
benign PEComa,0,0,0,1,0,0,0,0,0,0
lung PEComa,0,0,0,1,0,0,0,0,0,0
xanthoma (disease),0,0,0,1,0,0,0,0,0,0
hepatoblastoma,0,0,0,1,0,0,0,0,0,0
nephrolithiasis,0,0,0,1,0,0,0,0,0,0
capillary malformation,0,0,0,1,0,0,0,0,0,0
pediatric osteosarcoma,0,0,0,1,0,0,0,0,0,0
juxtacortical osteosarcoma,0,0,0,1,0,0,0,0,0,0
proteinuria,0,0,0,1,0,0,0,0,0,0
cervical endometrioid adenocarcinoma,0,0,0,1,0,0,0,0,0,0
normocytic anemia,0,0,0,1,0,0,0,0,0,0
endometrioid adenocarcinoma,0,0,0,1,0,0,0,0,0,0
seminoma,0,0,0,1,0,0,0,0,0,0
myocardial infarction (disease),0,0,0,1,0,0,0,0,0,0
bone chondrosarcoma,0,0,0,1,0,0,0,0,0,0
neoplasm of endocardium,0,0,0,1,0,0,0,0,0,0
hemolytic anemia,0,0,0,1,0,0,0,0,0,0
anaplastic ependymoma,0,0,0,1,0,0,0,0,0,0
malignant mesenchymoma,0,0,0,1,0,0,0,0,0,0
clear cell adenofibroma,0,0,0,1,0,0,0,0,0,0
cystadenofibroma,0,0,0,1,0,0,0,0,0,0
ovarian clear cell adenofibroma,0,0,0,1,0,0,0,0,0,0
clear cell cystadenofibroma,0,0,0,1,0,0,0,0,0,0
penis verrucous carcinoma,0,0,0,1,0,0,0,0,0,0
papillary carcinoma of the penis,0,0,0,1,0,0,0,0,0,0
nerve plexus neoplasm,0,0,0,1,0,0,0,0,0,0
intravenous leiomyomatosis,0,0,0,1,0,0,0,0,0,0
adult astrocytic tumour,0,0,0,1,0,0,0,0,0,0
brain stem astrocytic neoplasm,0,0,0,1,0,0,0,0,0,0
small cell carcinoma,0,0,0,1,0,0,0,0,0,0
angiokeratoma,0,0,0,1,0,0,0,0,0,0
bladder urachal carcinoma,0,0,0,1,0,0,0,0,0,0
renal pelvis papillary tumor,0,0,0,1,0,0,0,0,0,0
papillary transitional cell carcinoma,0,0,0,1,0,0,0,0,0,0
renal pelvis neoplasm,0,0,0,1,0,0,0,0,0,0
extraosseous osteosarcoma,0,0,0,1,0,0,0,0,0,0
middle cranial fossa meningioma,0,0,0,1,0,0,0,0,0,0
non-proliferative fibrocystic change of the breast,0,0,0,1,0,0,0,0,0,0
breast adenosis,0,0,0,1,0,0,0,0,0,0
aleukemic leukemia,0,0,0,1,0,0,0,0,0,0
adult central nervous system germ cell tumor,0,0,0,1,0,0,0,0,0,0
adult teratoma,0,0,0,1,0,0,0,0,0,0
central nervous system mature teratoma,0,0,0,1,0,0,0,0,0,0
mature teratoma,0,0,0,1,0,0,0,0,0,0
central nervous system immature teratoma,0,0,0,1,0,0,0,0,0,0
nosophobia,0,0,0,1,0,0,0,0,0,0
malignant Leydig cell tumor,0,0,0,1,0,0,0,0,0,0
testicular granulosa cell tumor,0,0,0,1,0,0,0,0,0,0
spindle cell melanoma,0,0,0,1,0,0,0,0,0,0
spindle cell intraocular melanoma,0,0,0,1,0,0,0,0,0,0
malignant choroid melanoma,0,0,0,1,0,0,0,0,0,0
malignant ciliary body melanoma,0,0,0,1,0,0,0,0,0,0
iris spindle cell melanoma,0,0,0,1,0,0,0,0,0,0
cutaneous glomangioma,0,0,0,1,0,0,0,0,0,0
upper digestive tract disease,0,0,0,1,0,0,0,0,0,0
childhood germ cell tumor,0,0,0,1,0,0,0,0,0,0
sinus Schneiderian papilloma,0,0,0,1,0,0,0,0,0,0
benign neoplasm of frontal sinus,0,0,0,1,0,0,0,0,0,0
benign neoplasm of nasal cavity,0,0,0,1,0,0,0,0,0,0
paraplegia,0,0,0,1,0,0,0,0,0,0
childhood testicular neoplasm,0,0,0,1,0,0,0,0,0,0
childhood gonadal germ cell tumor,0,0,0,1,0,0,0,0,0,0
ovarian yolk sac tumor,0,0,0,1,0,0,0,0,0,0
pediatric ovarian germ cell tumor,0,0,0,1,0,0,0,0,0,0
